Timestamp,Symbol,Price,ChangePct,EMA,RSI,BB,VolRatio,Message
21.09.2025 19:25:12,SOL/USDT,237.1,0.004217807583614199,BAIXA,34,DENTRO,0.026857941309666518,"P:237,100(+0.00%) | EMA:BAIXA | RSI:34 | BB:DENTRO | Vol:0.0"
21.09.2025 21:09:48,SOL/USDT,237.61,0.04210349037936202,ALTA,51,DENTRO,0.5180679349582514,"P:237,610(+0.04%) | EMA:ALTA | RSI:51 | BB:DENTRO | Vol:0.5"
